County Code,District Code,School Code,Test Year,Subgroup ID,Total CAASPP Enrollment,Total Tested At Entity Level,Total Tested at Subgroup Level,Grade,Test Id,CAASPP Reported Enrollment,Students Tested,Mean Scale Score,Percentage Standard Exceeded,Percentage Standard Met,Percentage Standard Met and Above,Percentage Standard Nearly Met,Percentage Standard Not Met,Students with Scores,AcademicYear,AggregateLevel,CountyName,DistrictName,SchoolName,Ratio,MatchedDistrictName,Current Expense Per ADA
19,64733,124362,2015,31,577,558,322,11,1,311,176,2600.2,16,47,63,27,10,172,2016-17,S,Los Angeles,Los Angeles Unified,Valley Academy of Arts and Sciences,0.6604414261460102,Los Angeles Unified,11750.558525254715
19,64733,124370,2015,31,277,264,215,11,1,135,102,2547.1,8,27,35,41,24,88,2016-17,S,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academy - Arts/Theatre/Entertain Mag,0.8384615384615385,Los Angeles Unified,11750.558525254715
19,64733,124388,2015,31,255,245,218,11,1,131,109,2578.9,17,32,49,31,21,107,2016-17,S,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,0.8976234003656307,Los Angeles Unified,11750.558525254715
19,64733,124396,2015,31,201,190,144,11,1,81,50,2565.8,8,43,51,27,22,49,2016-17,S,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),0.8271119842829077,Los Angeles Unified,11750.558525254715
19,64733,124404,2015,31,247,233,182,11,1,128,90,2546.7,6,32,38,34,28,90,2016-17,S,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Technology Preparatory Academy,0.8721174004192872,Los Angeles Unified,11750.558525254715
19,64733,124412,2015,31,143,128,98,11,1,46,32,2533.0,3,22,25,41,34,32,2016-17,S,Los Angeles,Los Angeles Unified,Los Angeles River at Sonia Sotomayor Learning Academies,0.9565217391304348,Los Angeles Unified,11750.558525254715
19,64733,124420,2015,31,203,186,128,11,1,95,60,2567.3,5,42,47,37,17,60,2016-17,S,Los Angeles,Los Angeles Unified,School of History and Dramatic Arts at Sonia Sotomayor Learning Academies,0.8419540229885057,Los Angeles Unified,11750.558525254715
19,64733,124479,2015,31,524,387,289,11,1,231,133,2553.8,5,39,44,31,25,105,2016-17,S,Los Angeles,Los Angeles Unified,Dr. Maya Angelou Community High,0.8952524491333835,Los Angeles Unified,11750.558525254715
19,64733,124487,2015,31,178,166,156,11,1,96,86,2575.4,10,42,51,32,17,84,2016-17,S,Los Angeles,Los Angeles Unified,Public Service Community at Diego Rivera Learning Complex,0.9269949066213922,Los Angeles Unified,11750.558525254715
19,64733,124495,2015,31,232,216,202,11,1,112,98,2580.1,7,47,55,27,18,95,2016-17,S,Los Angeles,Los Angeles Unified,Communication and Technology at Diego Rivera Learning Complex,0.6655791190864601,Los Angeles Unified,11750.558525254715
19,64733,124503,2015,31,199,193,181,11,1,70,63,2600.7,22,41,63,25,11,63,2016-17,S,Los Angeles,Los Angeles Unified,Diego Rivera Learning Complex Green Design STEAM Academy,0.6916221033868093,Los Angeles Unified,11750.558525254715
19,64733,124511,2015,31,256,231,212,11,1,136,115,2588.0,11,42,54,34,12,114,2016-17,S,Los Angeles,Los Angeles Unified,Performing Arts Community at Diego Rivera Learning Complex,0.7266313932980599,Los Angeles Unified,11750.558525254715
19,64733,124529,2015,31,618,601,441,11,1,149,98,2570.6,5,49,54,24,21,98,2016-17,S,Los Angeles,Los Angeles Unified,Rancho Dominguez Preparatory,0.7968901846452867,Los Angeles Unified,11750.558525254715
19,64733,124560,2015,31,298,292,288,11,1,121,117,2623.4,28,40,68,23,9,106,2016-17,S,Los Angeles,Los Angeles Unified,Synergy Quantum Academy,0.988255033557047,Los Angeles Unified,11750.558525254715
19,64733,124883,2015,31,240,212,203,11,1,110,97,2534.2,10,17,27,32,41,93,2016-17,S,Los Angeles,Los Angeles Unified,Animo College Preparatory Academy,0.9691056910569106,Los Angeles Unified,11750.558525254715
19,64733,124891,2015,31,257,250,246,11,1,109,106,2547.8,8,27,34,43,23,105,2016-17,S,Los Angeles,Los Angeles Unified,Alliance Renee and Meyer Luskin Academy High,0.9549248747913188,Los Angeles Unified,11750.558525254715
19,64733,124933,2015,31,243,233,168,11,1,116,83,2596.0,20,37,58,25,17,83,2016-17,S,Los Angeles,Los Angeles Unified,PUC Early College Academy for Leaders and Scholars (ECALS),0.8587962962962963,Los Angeles Unified,11750.558525254715
19,64733,125864,2015,31,216,200,159,11,1,99,82,2574.2,11,38,49,36,15,80,2016-17,S,Los Angeles,Los Angeles Unified,Ednovate - USC Hybrid High,0.8122605363984674,Los Angeles Unified,11750.558525254715
19,64733,125989,2015,31,290,276,210,11,1,144,95,2562.0,9,29,38,44,18,66,2016-17,S,Los Angeles,Los Angeles Unified,STEM Academy at Bernstein High,0.9481865284974094,Los Angeles Unified,11750.558525254715
19,64733,126185,2015,31,147,144,137,11,1,72,67,2538.1,0,27,27,46,27,67,2016-17,S,Los Angeles,Los Angeles Unified,Academy of Science and Engineering,0.8703703703703703,Los Angeles Unified,11750.558525254715
19,64733,126474,2015,31,151,146,134,11,1,80,72,2553.2,7,34,41,33,26,70,2016-17,S,Los Angeles,Los Angeles Unified,"Hilda L. Solis Learning Academy School of Technology, Business and Education",0.9256965944272446,Los Angeles Unified,11750.558525254715
19,64733,126482,2015,31,326,292,244,11,1,155,109,2499.6,2,13,15,40,45,109,2016-17,S,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High A Critical Design and Gaming,0.8788819875776398,Los Angeles Unified,11750.558525254715
19,64733,126490,2015,31,246,225,197,11,1,92,76,2519.6,3,24,27,41,32,75,2016-17,S,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High B Community Health Advocates,0.6241258741258742,Los Angeles Unified,11750.558525254715
19,64733,126508,2015,31,257,220,163,11,1,127,80,2490.9,3,13,15,35,50,78,2016-17,S,Los Angeles,Los Angeles Unified,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,0.5680147058823529,Los Angeles Unified,11750.558525254715
19,64733,126516,2015,31,284,275,232,11,1,121,100,2614.2,17,48,66,24,10,99,2016-17,S,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,0.9274755927475593,Los Angeles Unified,11750.558525254715
19,64733,126524,2015,31,332,301,275,11,1,149,136,2606.8,15,51,65,26,9,136,2016-17,S,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High B LIBRA Academy,0.9367977528089888,Los Angeles Unified,11750.558525254715
19,64733,126532,2015,31,229,220,195,11,1,91,76,2609.9,17,51,68,28,4,75,2016-17,S,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High C School of Social Justice,0.9467275494672754,Los Angeles Unified,11750.558525254715
19,64733,126540,2015,31,230,222,192,11,1,106,90,2599.0,17,44,61,27,12,89,2016-17,S,Los Angeles,Los Angeles Unified,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",0.875,Los Angeles Unified,11750.558525254715
19,64733,126557,2015,31,191,181,117,11,1,71,38,2577.2,0,61,61,21,18,33,2016-17,S,Los Angeles,Los Angeles Unified,Visual and Performing Arts at Legacy High School Complex,0.8211538461538461,Los Angeles Unified,11750.558525254715
19,64733,126573,2015,31,327,275,211,11,1,106,69,2503.4,2,22,24,25,51,63,2016-17,S,Los Angeles,Los Angeles Unified,Academy for Multilingual Arts and Science at Mervyn M. Dymally High,0.9228944246737841,Los Angeles Unified,11750.558525254715
19,64733,126615,2015,31,209,193,113,11,1,97,55,2558.8,11,38,49,21,30,53,2016-17,S,Los Angeles,Los Angeles Unified,Academies of Education and Empowerment at Carson High,0.7432885906040269,Los Angeles Unified,11750.558525254715
19,64733,126623,2015,31,218,216,123,11,1,116,69,2623.1,22,51,72,26,1,69,2016-17,S,Los Angeles,Los Angeles Unified,Academy of Medical Arts at Carson High,0.6393129770992366,Los Angeles Unified,11750.558525254715
19,64733,127787,2015,31,201,172,123,11,1,85,51,2537.5,9,23,32,38,30,47,2016-17,S,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles,0.8400735294117647,Los Angeles Unified,11750.558525254715
19,64733,127795,2015,31,214,209,197,11,1,119,116,2577.8,9,39,47,40,13,116,2016-17,S,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,0.9397810218978102,Los Angeles Unified,11750.558525254715
19,64733,127803,2015,31,108,90,74,11,1,62,42,2509.6,0,9,9,59,32,34,2016-17,S,Los Angeles,Los Angeles Unified,Early College Academy-LA Trade Tech College,0.9356060606060606,Los Angeles Unified,11750.558525254715
19,64733,127910,2015,31,231,229,224,11,1,116,112,2607.8,23,39,63,28,10,112,2016-17,S,Los Angeles,Los Angeles Unified,Camino Nuevo High #2,0.9748953974895398,Los Angeles Unified,11750.558525254715
19,64733,130997,2015,31,184,180,152,11,1,90,70,2502.7,3,23,26,32,42,69,2016-17,S,Los Angeles,Los Angeles Unified,Sylmar Biotech Health Academy,0.9657320872274143,Los Angeles Unified,11750.558525254715
19,64733,1930064,2015,31,88,50,34,11,1,24,6,,,,,,,5,2016-17,S,Los Angeles,Los Angeles Unified,William Tell Aggeler Opportunity High,0.8700361010830325,Los Angeles Unified,11750.558525254715
19,64733,1930296,2015,31,86,54,48,11,1,43,29,2493.6,0,5,5,45,50,22,2016-17,S,Los Angeles,Los Angeles Unified,Harris Newmark Continuation,0.8659420289855072,Los Angeles Unified,11750.558525254715
19,64733,1930387,2015,31,468,182,138,11,1,258,55,2508.7,0,17,17,43,39,23,2016-17,S,Los Angeles,Los Angeles Unified,Central High,0.87527352297593,Los Angeles Unified,11750.558525254715
19,64733,1930403,2015,31,60,36,27,11,1,28,10,,,,,,,7,2016-17,S,Los Angeles,Los Angeles Unified,Whitney Young Continuation,0.8721804511278195,Los Angeles Unified,11750.558525254715
19,64733,1930429,2015,31,87,51,33,11,1,53,25,2517.9,0,30,30,40,30,20,2016-17,S,Los Angeles,Los Angeles Unified,View Park Continuation,0.7486033519553073,Los Angeles Unified,11750.558525254715
19,64733,1930486,2015,31,50,36,28,11,1,25,12,2457.0,0,8,8,17,75,12,2016-17,S,Los Angeles,Los Angeles Unified,Moneta Continuation,0.788235294117647,Los Angeles Unified,11750.558525254715
19,64733,1930551,2015,31,164,123,86,11,1,68,34,2476.9,0,15,15,21,64,33,2016-17,S,Los Angeles,Los Angeles Unified,San Antonio Continuation,0.9253112033195021,Los Angeles Unified,11750.558525254715
19,64733,1930577,2015,31,77,55,42,11,1,32,18,2429.6,0,0,0,18,82,17,2016-17,S,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation,0.8629032258064516,Los Angeles Unified,11750.558525254715
19,64733,1930619,2015,31,177,91,67,11,1,88,32,2484.1,0,12,12,31,58,26,2016-17,S,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity),0.9047619047619048,Los Angeles Unified,11750.558525254715
19,64733,1930650,2015,31,877,785,609,11,1,586,421,2546.2,10,29,39,28,33,414,2016-17,S,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,0.8814028610982926,Los Angeles Unified,11750.558525254715
19,64733,1930692,2015,31,125,73,66,11,1,61,32,2422.5,0,0,0,10,90,30,2016-17,S,Los Angeles,Los Angeles Unified,Thomas Riley High,0.9779411764705882,Los Angeles Unified,11750.558525254715
19,64733,1930734,2015,31,84,61,49,11,1,28,15,2520.8,0,33,33,33,33,15,2016-17,S,Los Angeles,Los Angeles Unified,Angel's Gate (Continuation),0.8300653594771242,Los Angeles Unified,11750.558525254715
19,64733,1930783,2015,31,48,43,26,11,1,17,7,,,,,,,7,2016-17,S,Los Angeles,Los Angeles Unified,Phoenix Continuation,0.819672131147541,Los Angeles Unified,11750.558525254715
19,64733,1930791,2015,31,62,39,23,11,1,40,11,2506.7,0,22,22,33,44,9,2016-17,S,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation,0.7901234567901234,Los Angeles Unified,11750.558525254715
19,64733,1930866,2015,31,1223,1186,1100,11,1,791,709,2549.2,8,31,39,33,28,703,2016-17,S,Los Angeles,Los Angeles Unified,Bell Senior High,0.9253164556962026,Los Angeles Unified,11750.558525254715
19,64733,1930924,2015,31,369,324,280,11,1,190,145,2547.5,8,35,43,26,32,129,2016-17,S,Los Angeles,Los Angeles Unified,Belmont Senior High,0.8558484349258649,Los Angeles Unified,11750.558525254715
19,64733,1930940,2015,31,78,40,34,11,1,28,9,,,,,,,8,2016-17,S,Los Angeles,Los Angeles Unified,John R. Wooden High,0.9265536723163842,Los Angeles Unified,11750.558525254715
19,64733,1930973,2015,31,84,63,41,11,1,34,15,2457.3,0,0,0,29,71,14,2016-17,S,Los Angeles,Los Angeles Unified,Simon Rodia Continuation,0.7927631578947368,Los Angeles Unified,11750.558525254715
19,64733,1931047,2015,31,1663,1612,1385,11,1,779,648,2564.0,11,31,42,35,23,647,2016-17,S,Los Angeles,Los Angeles Unified,Birmingham Community Charter High,0.8764513247990473,Los Angeles Unified,11750.558525254715
19,64733,1931336,2015,31,66,49,34,11,1,28,11,2554.8,10,30,40,30,30,10,2016-17,S,Los Angeles,Los Angeles Unified,Cheviot Hills Continuation,0.6554621848739496,Los Angeles Unified,11750.558525254715
19,64733,1931377,2015,31,33,25,21,11,1,22,17,2510.1,0,12,12,53,35,17,2016-17,S,Los Angeles,Los Angeles Unified,Amelia Earhart Continuation,0.8309859154929577,Los Angeles Unified,11750.558525254715
19,64733,1931385,2015,31,66,52,37,11,1,29,12,2477.9,0,9,9,36,55,11,2016-17,S,Los Angeles,Los Angeles Unified,Albert Einstein Continuation,0.9014084507042254,Los Angeles Unified,11750.558525254715
19,64733,1931393,2015,31,40,25,20,11,1,20,8,,,,,,,6,2016-17,S,Los Angeles,Los Angeles Unified,Highland Park Continuation,0.8166666666666667,Los Angeles Unified,11750.558525254715
19,64733,1931435,2015,31,62,36,23,11,1,37,19,2495.6,0,12,12,35,53,17,2016-17,S,Los Angeles,Los Angeles Unified,Robert H. Lewis Continuation,0.8951048951048951,Los Angeles Unified,11750.558525254715
19,64733,1931450,2015,31,114,49,45,11,1,57,21,2474.0,0,13,13,31,56,16,2016-17,S,Los Angeles,Los Angeles Unified,Jack London Continuation,0.88,Los Angeles Unified,11750.558525254715
19,64733,1931468,2015,31,140,117,99,11,1,50,31,2556.2,0,34,34,52,14,29,2016-17,S,Los Angeles,Los Angeles Unified,Metropolitan Continuation,0.9234972677595629,Los Angeles Unified,11750.558525254715
19,64733,1931476,2015,31,742,562,467,11,1,379,252,2573.8,12,41,53,27,20,228,2016-17,S,Los Angeles,Los Angeles Unified,Canoga Park Senior High,0.8369363804817789,Los Angeles Unified,11750.558525254715
19,64733,1931484,2015,31,52,25,23,11,1,24,13,2462.1,0,8,8,23,69,13,2016-17,S,Los Angeles,Los Angeles Unified,Mission Continuation,0.9444444444444444,Los Angeles Unified,11750.558525254715
19,64733,1931500,2015,31,88,52,40,11,1,53,23,2493.8,0,9,9,35,57,23,2016-17,S,Los Angeles,Los Angeles Unified,Owensmouth Continuation,0.8577777777777778,Los Angeles Unified,11750.558525254715
19,64733,1931518,2015,31,50,32,25,11,1,24,12,2545.0,9,27,36,45,18,11,2016-17,S,Los Angeles,Los Angeles Unified,George S. Patton Continuation,0.8220338983050848,Los Angeles Unified,11750.558525254715
19,64733,1931526,2015,31,806,746,507,11,1,333,210,2571.4,10,36,46,35,19,205,2016-17,S,Los Angeles,Los Angeles Unified,Carson Senior High,0.7327422419252692,Los Angeles Unified,11750.558525254715
19,64733,1931534,2015,31,144,52,41,11,1,71,22,2470.8,0,5,5,45,50,20,2016-17,S,Los Angeles,Los Angeles Unified,Will Rogers Continuation,0.8648648648648649,Los Angeles Unified,11750.558525254715
19,64733,1931559,2015,31,107,52,42,11,1,53,20,2461.6,0,5,5,26,68,19,2016-17,S,Los Angeles,Los Angeles Unified,Stoney Point Continuation,0.815,Los Angeles Unified,11750.558525254715
19,64733,1931682,2015,31,53,36,33,11,1,17,9,,,,,,,7,2016-17,S,Los Angeles,Los Angeles Unified,Zane Grey Continuation,0.9097744360902256,Los Angeles Unified,11750.558525254715
19,64733,1931690,2015,31,94,80,45,11,1,51,27,2476.8,0,4,4,42,54,24,2016-17,S,Los Angeles,Los Angeles Unified,Independence Continuation,0.7611111111111111,Los Angeles Unified,11750.558525254715
19,64733,1931708,2015,31,1073,1015,639,11,1,513,295,2511.9,8,20,28,25,47,290,2016-17,S,Los Angeles,Los Angeles Unified,Chatsworth Charter High,0.6920115495668913,Los Angeles Unified,11750.558525254715
19,64733,1931716,2015,31,431,426,286,11,1,50,31,2616.0,29,35,65,26,10,31,2016-17,S,Los Angeles,Los Angeles Unified,Valley Alternative Magnet,0.7351524879614767,Los Angeles Unified,11750.558525254715
19,64733,1931856,2015,31,63,50,41,11,1,31,21,2515.3,5,15,20,45,35,20,2016-17,S,Los Angeles,Los Angeles Unified,Whitman Continuation,0.7636363636363637,Los Angeles Unified,11750.558525254715
19,64733,1931864,2015,31,1510,1399,898,11,1,656,386,2593.8,20,36,56,28,16,380,2016-17,S,Los Angeles,Los Angeles Unified,Grover Cleveland Charter High,0.6693949137679042,Los Angeles Unified,11750.558525254715
19,64733,1931930,2015,31,54,45,39,11,1,26,17,2464.8,0,18,18,12,71,17,2016-17,S,Los Angeles,Los Angeles Unified,Avalon High,0.9144736842105263,Los Angeles Unified,11750.558525254715
19,64733,1931955,2015,31,74,27,21,11,1,37,4,,,,,,,0,2016-17,S,Los Angeles,Los Angeles Unified,Ellington (Duke) High (Continuation),0.8402777777777778,Los Angeles Unified,11750.558525254715
19,64733,1931971,2015,31,81,59,42,11,1,38,24,2414.6,0,0,0,4,96,24,2016-17,S,Los Angeles,Los Angeles Unified,John Hope Continuation,0.7686567164179104,Los Angeles Unified,11750.558525254715
19,64733,1931989,2015,31,53,47,25,11,1,22,0,,,,,,,0,2016-17,S,Los Angeles,Los Angeles Unified,Monterey Continuation,0.8380952380952381,Los Angeles Unified,11750.558525254715
19,64733,1931997,2015,31,97,81,57,11,1,58,30,2496.0,0,10,10,41,48,29,2016-17,S,Los Angeles,Los Angeles Unified,Odyssey Continuation,0.8666666666666667,Los Angeles Unified,11750.558525254715
19,64733,1932128,2015,31,460,391,287,11,1,214,121,2538.0,10,26,36,26,38,112,2016-17,S,Los Angeles,Los Angeles Unified,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",0.9080882352941176,Los Angeles Unified,11750.558525254715
19,64733,1932250,2015,31,42,13,10,11,1,19,0,,,,,,,0,2016-17,S,Los Angeles,Los Angeles Unified,Henry David Thoreau Continuation,0.8461538461538461,Los Angeles Unified,11750.558525254715
19,64733,1932318,2015,31,81,9,6,11,1,42,6,,,,,,,2,2016-17,S,Los Angeles,Los Angeles Unified,Eagle Tree Continuation,0.8088235294117647,Los Angeles Unified,11750.558525254715
19,64733,1932334,2015,31,103,63,46,11,1,61,24,2511.0,0,18,18,36,45,22,2016-17,S,Los Angeles,Los Angeles Unified,Jane Addams Continuation,0.7991071428571429,Los Angeles Unified,11750.558525254715
19,64733,1932342,2015,31,58,31,22,11,1,31,11,2452.9,0,0,0,30,70,10,2016-17,S,Los Angeles,Los Angeles Unified,Evergreen Continuation,0.8,Los Angeles Unified,11750.558525254715
19,64733,1932383,2015,31,539,441,319,11,1,239,137,2532.0,2,24,27,44,30,135,2016-17,S,Los Angeles,Los Angeles Unified,Susan Miller Dorsey Senior High,0.7377431906614786,Los Angeles Unified,11750.558525254715
19,64733,1932391,2015,31,47,39,25,11,1,21,10,,,,,,,10,2016-17,S,Los Angeles,Los Angeles Unified,West Hollywood Opportunity,0.7525773195876289,Los Angeles Unified,11750.558525254715
19,64733,1932540,2015,31,1555,1481,863,11,1,404,228,2616.0,30,37,67,21,12,226,2016-17,S,Los Angeles,Los Angeles Unified,Eagle Rock High,0.6002444987775061,Los Angeles Unified,11750.558525254715
19,64733,1932623,2015,31,1952,1707,364,11,1,998,151,2586.8,18,34,52,30,18,149,2016-17,S,Los Angeles,Los Angeles Unified,El Camino Real Charter High,0.29231995748073347,Los Angeles Unified,11750.558525254715
19,64733,1932821,2015,31,49,40,28,11,1,25,17,2495.2,0,24,24,18,59,17,2016-17,S,Los Angeles,Los Angeles Unified,Boyle Heights Continuation,0.8920863309352518,Los Angeles Unified,11750.558525254715
19,64733,1932847,2015,31,1161,1154,607,11,1,220,102,2560.6,14,28,42,29,28,85,2016-17,S,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,0.5540865384615384,Los Angeles Unified,11750.558525254715
19,64733,1932888,2015,31,406,402,343,11,1,207,166,2669.3,48,40,88,10,1,162,2016-17,S,Los Angeles,Los Angeles Unified,Downtown Business High,0.7984718242597899,Los Angeles Unified,11750.558525254715
19,64733,1932920,2015,31,980,909,685,11,1,468,332,2599.1,16,44,61,27,12,317,2016-17,S,Los Angeles,Los Angeles Unified,Fairfax Senior High,0.76548463356974,Los Angeles Unified,11750.558525254715
19,64733,1932987,2015,31,1259,1218,1118,11,1,651,546,2574.3,15,34,49,30,21,516,2016-17,S,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,0.907070707070707,Los Angeles Unified,11750.558525254715
19,64733,1933001,2015,31,709,706,584,11,1,352,285,2620.6,21,50,71,22,6,284,2016-17,S,Los Angeles,Los Angeles Unified,King/Drew Medical Magnet High,0.8967254408060453,Los Angeles Unified,11750.558525254715
19,64733,1933043,2015,31,615,598,514,11,1,318,263,2594.1,19,37,56,29,15,261,2016-17,S,Los Angeles,Los Angeles Unified,Benjamin Franklin Senior High,0.9087275149900067,Los Angeles Unified,11750.558525254715
19,64733,1933118,2015,31,899,780,725,11,1,408,343,2521.5,3,24,27,36,38,322,2016-17,S,Los Angeles,Los Angeles Unified,John C. Fremont Senior High,0.9359083191850595,Los Angeles Unified,11750.558525254715
19,64733,1933233,2015,31,1537,1533,816,11,1,226,122,2656.5,43,38,81,17,3,120,2016-17,S,Los Angeles,Los Angeles Unified,Sherman Oaks Center for Enriched Studies,0.5543942992874109,Los Angeles Unified,11750.558525254715
19,64733,1933241,2015,31,749,672,467,11,1,360,235,2558.9,11,32,42,33,25,228,2016-17,S,Los Angeles,Los Angeles Unified,Gardena Senior High,0.846514352665495,Los Angeles Unified,11750.558525254715
19,64733,1933381,2015,31,1147,1123,1069,11,1,547,508,2600.7,20,42,61,25,13,502,2016-17,S,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,0.9188372970932427,Los Angeles Unified,11750.558525254715
19,64733,1933746,2015,31,2174,2139,1110,11,1,1072,560,2629.5,35,35,70,20,10,556,2016-17,S,Los Angeles,Los Angeles Unified,Granada Hills Charter High,0.5055335143036125,Los Angeles Unified,11750.558525254715
19,64733,1933795,2015,31,949,909,626,11,1,458,293,2565.1,14,31,45,29,26,291,2016-17,S,Los Angeles,Los Angeles Unified,Ulysses S. Grant Senior High,0.7859922178988327,Los Angeles Unified,11750.558525254715
19,64733,1933852,2015,31,1322,1180,678,11,1,639,325,2600.4,19,43,62,25,13,283,2016-17,S,Los Angeles,Los Angeles Unified,Alexander Hamilton Senior High,0.6512517385257302,Los Angeles Unified,11750.558525254715
19,64733,1934033,2015,31,627,583,468,11,1,329,240,2614.9,17,52,70,23,8,233,2016-17,S,Los Angeles,Los Angeles Unified,Hollywood Senior High,0.8616697135892748,Los Angeles Unified,11750.558525254715
19,64733,1934157,2015,31,848,785,736,11,1,328,293,2572.4,9,38,47,33,20,290,2016-17,S,Los Angeles,Los Angeles Unified,Huntington Park Senior High,0.9153020892151327,Los Angeles Unified,11750.558525254715
19,64733,1934371,2015,31,458,395,349,11,1,226,184,2532.8,7,27,34,26,40,183,2016-17,S,Los Angeles,Los Angeles Unified,Thomas Jefferson Senior High,0.8933782267115601,Los Angeles Unified,11750.558525254715
19,64733,1934454,2015,31,247,207,154,11,1,103,65,2501.3,3,14,17,35,48,63,2016-17,S,Los Angeles,Los Angeles Unified,David Starr Jordan Senior High,0.9166666666666666,Los Angeles Unified,11750.558525254715
19,64733,1935121,2015,31,542,485,364,11,1,272,153,2547.9,9,29,37,35,28,139,2016-17,S,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,0.9137466307277629,Los Angeles Unified,11750.558525254715
19,64733,1935352,2015,31,721,606,504,11,1,321,238,2569.0,12,37,49,28,23,227,2016-17,S,Los Angeles,Los Angeles Unified,Los Angeles Senior High,0.8649760109664153,Los Angeles Unified,11750.558525254715
19,64733,1935519,2015,31,687,626,541,11,1,315,245,2488.6,1,19,20,28,52,227,2016-17,S,Los Angeles,Los Angeles Unified,Manual Arts Senior High,0.8796349115801483,Los Angeles Unified,11750.558525254715
19,64733,1935568,2015,31,1150,1010,758,11,1,508,349,2599.5,25,36,61,21,18,338,2016-17,S,Los Angeles,Los Angeles Unified,John Marshall Senior High,0.7046277665995976,Los Angeles Unified,11750.558525254715
19,64733,1935865,2015,31,1174,1058,913,11,1,494,362,2570.1,12,37,48,31,20,327,2016-17,S,Los Angeles,Los Angeles Unified,James Monroe High,0.8970873786407767,Los Angeles Unified,11750.558525254715
19,64733,1936160,2015,31,1396,1146,730,11,1,586,341,2538.4,5,29,33,38,28,278,2016-17,S,Los Angeles,Los Angeles Unified,Nathaniel Narbonne Senior High,0.7989066770792659,Los Angeles Unified,11750.558525254715
19,64733,1936350,2015,31,1287,1143,817,11,1,450,310,2600.1,21,36,56,30,13,305,2016-17,S,Los Angeles,Los Angeles Unified,North Hollywood Senior High,0.7406456346294937,Los Angeles Unified,11750.558525254715
19,64733,1937085,2015,31,63,36,35,11,1,25,12,2485.3,0,0,0,50,50,12,2016-17,S,Los Angeles,Los Angeles Unified,Ramona Opportunity High,0.9464285714285714,Los Angeles Unified,11750.558525254715
19,64733,1937226,2015,31,831,773,603,11,1,362,256,2575.1,12,42,53,28,19,255,2016-17,S,Los Angeles,Los Angeles Unified,Reseda Senior High,0.8212226066897347,Los Angeles Unified,11750.558525254715
19,64733,1937424,2015,31,934,838,713,11,1,414,290,2496.0,4,14,17,30,52,237,2016-17,S,Los Angeles,Los Angeles Unified,Theodore Roosevelt Senior High,0.9226519337016574,Los Angeles Unified,11750.558525254715
19,64733,1937622,2015,31,1221,1053,964,11,1,539,441,2576.1,14,38,52,29,20,405,2016-17,S,Los Angeles,Los Angeles Unified,San Fernando Senior High,0.9183673469387755,Los Angeles Unified,11750.558525254715
19,64733,1937838,2015,31,1081,995,596,11,1,521,289,2562.3,13,29,41,33,25,285,2016-17,S,Los Angeles,Los Angeles Unified,San Pedro Senior High,0.6402985074626866,Los Angeles Unified,11750.558525254715
19,64733,1938307,2015,31,1181,1078,933,11,1,669,533,2561.1,8,36,44,35,22,512,2016-17,S,Los Angeles,Los Angeles Unified,South Gate Senior High,0.8951347797501643,Los Angeles Unified,11750.558525254715
19,64733,1938554,2015,31,912,836,653,11,1,444,311,2564.0,10,37,46,30,23,299,2016-17,S,Los Angeles,Los Angeles Unified,Sylmar Charter High,0.8866354654186167,Los Angeles Unified,11750.558525254715
19,64733,1938612,2015,31,1040,1003,581,11,1,483,269,2565.6,13,29,42,35,22,268,2016-17,S,Los Angeles,Los Angeles Unified,Taft Charter High,0.6593664450527963,Los Angeles Unified,11750.558525254715
19,64733,1938885,2015,31,852,833,600,11,1,410,286,2577.3,11,41,52,31,17,280,2016-17,S,Los Angeles,Los Angeles Unified,University Senior High,0.7061797752808989,Los Angeles Unified,11750.558525254715
19,64733,1938968,2015,31,1144,1078,861,11,1,533,389,2584.1,16,37,53,28,18,386,2016-17,S,Los Angeles,Los Angeles Unified,Van Nuys Senior High,0.788231148696265,Los Angeles Unified,11750.558525254715
